order_rank,gene,block,serves,why,max_pct,max_mean,max_spec_panel,tenx_ensembl_ids,tenx_designable_matches,tenx_on_no_probe_list,ncbi_gene_id,ncbi_description,ncbi_gene_type,ncbi_nomenclature_status,ncbi_modified,gtf_ensembl_ids,gtf_gene_types,gtf_transcript_count,gtf_transcript_types,allen_max_pct_full,allen_max_pct_anchor,allen_median_pct_across_anchors,allen_n_anchors_ge50,allen_max_pct_ORBm,allen_max_pct_BMAp,target_type,symbol_qc,tenx_design_qc,isoform_qc,detectability_tier,overall_pre_vendor_status
79,Neurod2,1_celltype_separator,012 MEA Slc17a7 Glut :: Posterior BMA glutamatergic / pallial amygdala VGLUT1 | pallial_excitatory | pallial_excitatory,UNIQUE separator for 012 MEA Slc17a7 Glut,94.96,7.16,5.07,ENSMUSG00000038255,1.0,False,18013,neurogenic differentiation 2,protein-coding,O,20260910,ENSMUSG00000038255,protein_coding,1.0,protein_coding,94.95586380832283,029 L6b CTX Glut,11.39515333162762,9.0,94.95586380832283,88.30321285140562,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
80,Sox5,1_celltype_separator,119 SI-MA-LPO-LHA Skor1 Glut :: BMA/MEA VGLUT2-like excitatory | cortical_deep,UNIQUE separator for 119 SI-MA-LPO-LHA Skor1 Glut,96.31,7.99,3.91,ENSMUSG00000041540,1.0,False,20678,SRY (sex determining region Y)-box 5,protein-coding,O,20260910,ENSMUSG00000041540,protein_coding,14.0,lncRNA; protein_coding; retained_intron,96.31328276591992,004 L6 IT CTX Glut,54.7816281786631,10.0,96.31328276591992,74.12844036697248,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
81,Tac2,1_celltype_separator,046 Vip Gaba :: Cortical interneurons,UNIQUE separator for 046 Vip Gaba,47.67,4.23,3.68,ENSMUSG00000025400,1.0,False,21334,tachykinin 2,protein-coding,O,20260910,ENSMUSG00000025400,protein_coding,4.0,protein_coding; retained_intron,47.66554775709491,046 Vip Gaba,1.779821874662129,0.0,47.66554775709491,17.42750502440425,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
82,Npy,1_celltype_separator,049 Lamp5 Gaba :: Cortical interneurons,UNIQUE separator for 049 Lamp5 Gaba,88.03,9.36,3.61,ENSMUSG00000029819,1.0,False,109648,neuropeptide Y,protein-coding,O,20260910,ENSMUSG00000029819,protein_coding,1.0,protein_coding,88.02907225309961,049 Lamp5 Gaba,13.97395955579954,2.0,88.02907225309961,7.838070628768304,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
83,Zic1,1_celltype_separator,121 MEA-BST Otp Zic2 Glut :: BMA/MEA VGLUT2-like excitatory | amygdala,UNIQUE separator for 121 MEA-BST Otp Zic2 Glut,69.72,5.5,3.16,ENSMUSG00000032368,1.0,False,22771,zinc finger protein of the cerebellum 1,protein-coding,O,20260910,ENSMUSG00000032368,protein_coding,3.0,lncRNA; protein_coding,69.7211155378486,121 MEA-BST Otp Zic2 Glut,1.105546284596487,1.0,5.482749398234822,69.7211155378486,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
84,Trh,1_celltype_separator,120 MEA Otp Foxp2 Glut :: BMA/MEA VGLUT2-like excitatory | COA_MEA_exclusion,UNIQUE separator for 120 MEA Otp Foxp2 Glut,63.96,4.29,2.64,ENSMUSG00000005892,1.0,False,22044,thyrotropin releasing hormone,protein-coding,O,20260910,ENSMUSG00000005892,protein_coding,1.0,protein_coding,63.96276595744681,120 MEA Otp Foxp2 Glut,0.8650404191261882,1.0,17.40220661985958,63.96276595744681,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
85,Rprm,1_celltype_separator,030 L6 CT CTX Glut :: L6 CT / L6b,UNIQUE separator for 030 L6 CT CTX Glut,91.26,7.38,2.49,ENSMUSG00000075334,1.0,False,67874,"reprimo, TP53 dependent G2 arrest mediator candidate",protein-coding,O,20260910,ENSMUSG00000075334,protein_coding,1.0,protein_coding,91.25996364144875,030 L6 CT CTX Glut,27.94787074238085,6.0,91.25996364144875,83.51063829787235,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
86,Lratd2,1_celltype_separator,022 L5 ET CTX Glut :: L5 IT / L5 ET/PT output neurons,UNIQUE separator for 022 L5 ET CTX Glut,47.26,2.79,2.48,ENSMUSG00000072568,1.0,False,399603,LRAT domain containing 2,protein-coding,O,20260807,ENSMUSG00000072568,protein_coding,2.0,lncRNA; protein_coding,47.25862530088259,022 L5 ET CTX Glut,2.592508218655685,0.0,47.25862530088259,7.201834862385321,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
87,Nr2e1,1_celltype_separator,074 MEA-BST Lhx6 Sp9 Gaba :: Amygdala GABA / striatal-like inhibitory neighbors | pallial,UNIQUE separator for 074 MEA-BST Lhx6 Sp9 Gaba,58.63,3.5,2.43,ENSMUSG00000019803,1.0,False,21907,"nuclear receptor subfamily 2, group E, member 1",protein-coding,O,20260910,ENSMUSG00000019803,protein_coding,4.0,lncRNA; protein_coding,58.62869524841356,074 MEA-BST Lhx6 Sp9 Gaba,0.4196731576729291,1.0,41.53188892279524,58.62869524841356,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
88,Matn2,1_celltype_separator,007 L2/3 IT CTX Glut :: L2/3 IT excitatory,UNIQUE separator for 007 L2/3 IT CTX Glut,68.44,4.65,1.73,ENSMUSG00000022324,1.0,False,17181,matrilin 2,protein-coding,O,20260910,ENSMUSG00000022324,protein_coding,6.0,lncRNA; protein_coding,68.44063592287743,007 L2/3 IT CTX Glut,25.67912414942518,3.0,68.44063592287743,59.95442303708307,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
89,Drd1,1_celltype_separator,029 L6b CTX Glut :: L6 CT / L6b | 029 L6b CTX Glut | 113 MEA-COA-BMA Ccdc42 Glut,UNIQUE separator for 029 L6b CTX Glut,67.21,4.36,1.68,ENSMUSG00000021478,1.0,False,13488,dopamine receptor D1,protein-coding,O,20260910,ENSMUSG00000021478,protein_coding,3.0,lncRNA; protein_coding,67.21311475409836,029 L6b CTX Glut,18.99979446551692,2.0,67.21311475409836,51.54340169877771,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
90,Nptx2,1_celltype_separator,004 L6 IT CTX Glut :: L6 CT / L6b | plasticity | plasticity,UNIQUE separator for 004 L6 IT CTX Glut,64.25,4.66,1.66,ENSMUSG00000059991,1.0,False,53324,neuronal pentraxin 2,protein-coding,O,20260910,ENSMUSG00000059991,protein_coding,1.0,protein_coding,64.25295466572588,004 L6 IT CTX Glut,12.48257481511558,1.0,64.25295466572588,31.83136523720738,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
91,Krt9,1_celltype_separator,113 MEA-COA-BMA Ccdc42 Glut :: Posterior BMA glutamatergic / pallial amygdala VGLUT1,UNIQUE separator for 113 MEA-COA-BMA Ccdc42 Glut,52.74,3.14,1.57,ENSMUSG00000051617,1.0,False,107656,keratin 9,protein-coding,O,20260910,ENSMUSG00000051617,protein_coding,1.0,protein_coding,52.74497617567847,113 MEA-COA-BMA Ccdc42 Glut,4.828813169338622,1.0,15.43482095607691,52.74497617567847,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
92,Rgs9,1_celltype_separator,053 Sst Gaba :: Cortical interneurons | GPCR_signalling | GPCR_signalling,UNIQUE separator for 053 Sst Gaba,80.48,5.03,1.33,ENSMUSG00000020599,1.0,False,19739,regulator of G-protein signaling 9,protein-coding,O,20260910,ENSMUSG00000020599,protein_coding,5.0,lncRNA; protein_coding,80.4766006316394,082 CEA-BST Ebf1 Pdyn Gaba,38.81052351352358,6.0,63.9947926352985,80.4766006316394,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
93,Cnih3,1_celltype_separator,006 L4/5 IT CTX Glut :: L4/5 IT excitatory,UNIQUE separator for 006 L4/5 IT CTX Glut,94.22,7.38,0.79,ENSMUSG00000026514,1.0,False,72978,cornichon family AMPA receptor auxiliary protein 3,protein-coding,O,20260807,ENSMUSG00000026514,protein_coding,4.0,protein_coding,94.21989824759751,006 L4/5 IT CTX Glut,64.1510523434848,13.0,94.21989824759751,86.64658634538152,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
94,Snap25,3_class_backbone,pan_neuronal,Pan-neuronal SNARE. Confirms a segmented object is a neuron before any subclass call.,100.0,11.13,0.2,ENSMUSG00000027273,1.0,False,20614,synaptosomal-associated protein 25,protein-coding,O,20260910,ENSMUSG00000027273,protein_coding,3.0,protein_coding; retained_intron,100.0,007 L2/3 IT CTX Glut,100.0,20.0,100.0,100.0,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
95,Rbfox3,3_class_backbone,pan_neuronal,NeuN. Standard neuron call in histology so it links Xenium to IHC.,99.55,9.0,0.32,ENSMUSG00000025576,1.0,False,52897,"RNA binding protein, fox-1 homolog (C. elegans) 3",protein-coding,O,20260910,ENSMUSG00000025576,protein_coding,10.0,lncRNA; protein_coding,99.54819277108435,012 MEA Slc17a7 Glut,98.86199595397505,20.0,99.36858721389108,99.54819277108435,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
96,Mbp,3_class_backbone,oligodendrocyte,Myelin. Oligodendrocyte gate; high expressor so request reduced probe sets.,90.24,6.27,0.83,ENSMUSG00000041607,1.0,False,17196,myelin basic protein,protein-coding,O,20260910,ENSMUSG00000041607,protein_coding,16.0,lncRNA; nonsense_mediated_decay; protein_coding,90.24238657551274,113 MEA-COA-BMA Ccdc42 Glut,70.86497245190463,12.0,87.88446108585183,90.24238657551274,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
97,Chat,3_class_backbone,cholinergic,Cholinergic. Basal forebrain cholinergic neighbours BMAp.,12.21,0.88,0.88,ENSMUSG00000021919,1.0,False,12647,choline O-acetyltransferase,protein-coding,O,20260910,ENSMUSG00000021919,protein_coding,8.0,protein_coding; retained_intron,12.20628623741227,046 Vip Gaba,0.08537678691923403,0.0,12.20628623741227,2.470119521912351,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
98,Th,3_class_backbone,dopaminergic,Tyrosine hydroxylase. Catecholaminergic; also labels a cortical interneuron population.,11.33,0.79,0.48,ENSMUSG00000000214,1.0,False,21823,tyrosine hydroxylase,protein-coding,O,20260910,ENSMUSG00000000214,protein_coding,6.0,nonsense_mediated_decay; protein_coding,11.32798884628791,052 Pvalb Gaba,0.131859041845506,0.0,11.32798884628791,3.917288914417002,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
99,Cx3cr1,3_class_backbone,microglia,Microglia.,15.0,0.77,0.02,ENSMUSG00000052336,1.0,False,13051,C-X3-C motif chemokine receptor 1,protein-coding,O,20260910,ENSMUSG00000052336,protein_coding,3.0,protein_coding,15.0,119 SI-MA-LPO-LHA Skor1 Glut,10.82353278023832,0.0,11.36667558170634,15.0,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,LOW_5-20pct,PASS_PRE_VENDOR_QC
100,Nr4a1,5_IEG,activity,Nur77.,86.02,6.33,0.59,ENSMUSG00000023034,1.0,False,15370,"nuclear receptor subfamily 4, group A, member 1",protein-coding,O,20260825,ENSMUSG00000023034,protein_coding,4.0,protein_coding; retained_intron,86.01611079706049,006 L4/5 IT CTX Glut,41.26737493167732,7.0,86.01611079706049,33.94600804135554,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
101,Junb,5_IEG,activity,AP-1 partner of Fos. Rises with Fos and stabilises the activity call.,72.77,4.89,0.47,ENSMUSG00000052837,1.0,False,16477,"jun B proto-oncogene, AP-1 transcription factor subunit",protein-coding,O,20260910,ENSMUSG00000052837,protein_coding,2.0,lncRNA; protein_coding,72.77416619559072,006 L4/5 IT CTX Glut,44.53475256805362,7.0,72.77416619559072,51.88253012048193,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
102,Nr4a2,5_IEG,activity,Nurr1. Also a dopaminergic/claustral identity TF.,57.69,3.91,1.34,ENSMUSG00000026826,1.0,False,18227,"nuclear receptor subfamily 4, group A, member 2",protein-coding,O,20260910,ENSMUSG00000026826,protein_coding,6.0,lncRNA; nonsense_mediated_decay; protein_coding,57.69230769230769,029 L6b CTX Glut,13.29428625370915,1.0,57.69230769230769,19.77911646586345,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
103,Chrm2,6_GPCR_druggable,032 L5 NP CTX Glut | 119 SI-MA-LPO-LHA Skor1 Glut,"GPCR, universal in this region's anchor panel; top in 032 L5 NP CTX Glut; has a catalogued drug/ligand",90.72,7.84,-1.33,ENSMUSG00000045613,1.0,False,243764,"cholinergic receptor, muscarinic 2, cardiac",protein-coding,O,20260807,ENSMUSG00000045613,protein_coding,2.0,lncRNA; protein_coding,90.72216649949848,032 L5 NP CTX Glut,32.98224749847901,6.0,90.72216649949848,58.30275229357799,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
104,Cnr1,6_GPCR_druggable,046 Vip Gaba | 082 CEA-BST Ebf1 Pdyn Gaba,"GPCR, universal in this region's anchor panel; top in 046 Vip Gaba; has a catalogued drug/ligand",98.47,9.53,-2.64,ENSMUSG00000044288,1.0,False,12801,cannabinoid receptor 1,protein-coding,O,20260910,ENSMUSG00000044288,protein_coding,3.0,lncRNA; protein_coding,98.47421422032346,046 Vip Gaba,65.65388427183814,13.0,98.47421422032346,83.20413436692506,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
105,Htr2a,6_GPCR_druggable,120 MEA Otp Foxp2 Glut | 005 L5 IT CTX Glut,"GPCR, intermediate in this region's anchor panel; top in 120 MEA Otp Foxp2 Glut; has a catalogued drug/ligand",78.62,5.53,-2.21,ENSMUSG00000034997,1.0,False,15558,5-hydroxytryptamine (serotonin) receptor 2A,protein-coding,O,20260825,ENSMUSG00000034997,protein_coding,1.0,protein_coding,78.61507128309573,005 L5 IT CTX Glut,28.73116152171178,7.0,78.61507128309573,70.27925531914893,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
106,Oprd1,6_GPCR_druggable,052 Pvalb Gaba | receptor | 113 MEA-COA-BMA Ccdc42 Glut | receptor,"GPCR, intermediate in this region's anchor panel; top in 052 Pvalb Gaba; has a catalogued drug/ligand",68.14,4.58,1.54,ENSMUSG00000050511,1.0,False,18386,"opioid receptor, delta 1",protein-coding,O,20260910,ENSMUSG00000050511,protein_coding,1.0,protein_coding,68.1422098292088,052 Pvalb Gaba,17.76072713777291,1.0,68.1422098292088,36.01615910503418,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
107,Sstr2,6_GPCR_druggable,120 MEA Otp Foxp2 Glut | 005 L5 IT CTX Glut,"GPCR, universal in this region's anchor panel; top in 120 MEA Otp Foxp2 Glut; has a catalogued drug/ligand",62.43,3.61,-1.14,ENSMUSG00000047904,1.0,False,20606,somatostatin receptor 2,protein-coding,O,20260818,ENSMUSG00000047904,protein_coding,3.0,protein_coding,62.43351063829788,120 MEA Otp Foxp2 Glut,28.93742422705766,2.0,54.76352115863317,62.43351063829788,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
108,Htr1f,6_GPCR_druggable,030 L6 CT CTX Glut | 119 SI-MA-LPO-LHA Skor1 Glut,"GPCR, universal in this region's anchor panel; top in 030 L6 CT CTX Glut; has a catalogued drug/ligand",93.66,7.53,-1.8,ENSMUSG00000050783,1.0,False,15557,5-hydroxytryptamine (serotonin) receptor 1F,protein-coding,O,20260910,ENSMUSG00000050783,protein_coding,1.0,protein_coding,93.65589894187293,030 L6 CT CTX Glut,49.17922555074306,9.0,93.65589894187293,54.86238532110092,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
109,Npy1r,6_GPCR_druggable,046 Vip Gaba | 120 MEA Otp Foxp2 Glut,"GPCR, intermediate in this region's anchor panel; top in 046 Vip Gaba; has a catalogued drug/ligand",68.22,5.11,-1.29,ENSMUSG00000036437,1.0,False,18166,neuropeptide Y receptor Y1,protein-coding,O,20260910,ENSMUSG00000036437,protein_coding,2.0,protein_coding,68.21808510638297,120 MEA Otp Foxp2 Glut,33.22809977503539,8.0,68.20262435154105,68.21808510638297,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
110,Grm1,6_GPCR_druggable,119 SI-MA-LPO-LHA Skor1 Glut | 053 Sst Gaba,"GPCR, universal in this region's anchor panel; top in 119 SI-MA-LPO-LHA Skor1 Glut; has a catalogued drug/ligand",98.19,9.21,-0.02,ENSMUSG00000019828,1.0,False,14816,"glutamate receptor, metabotropic 1",protein-coding,O,20260910,ENSMUSG00000019828,protein_coding,6.0,lncRNA; protein_coding,98.19277108433735,012 MEA Slc17a7 Glut,87.52843821384499,17.0,94.3834852148038,98.19277108433735,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
111,Gpr101,6_GPCR_druggable,082 CEA-BST Ebf1 Pdyn Gaba | VGLUT1_subtype,"GPCR, universal in this region's anchor panel; top in 082 CEA-BST Ebf1 Pdyn Gaba; has a catalogued drug/ligand",78.85,5.66,0.92,ENSMUSG00000036357,1.0,False,245424,G protein-coupled receptor 101,protein-coding,O,20260910,ENSMUSG00000036357,protein_coding,1.0,protein_coding,78.85443583118001,082 CEA-BST Ebf1 Pdyn Gaba,1.880902140755381,3.0,3.496373442440023,78.85443583118001,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
112,Crhr1,6_GPCR_druggable,006 L4/5 IT CTX Glut | 120 MEA Otp Foxp2 Glut,"GPCR, intermediate in this region's anchor panel; top in 006 L4/5 IT CTX Glut; has a catalogued drug/ligand",65.55,4.03,0.69,ENSMUSG00000018634,1.0,False,12921,corticotropin releasing hormone receptor 1,protein-coding,O,20260910,ENSMUSG00000018634,protein_coding,1.0,protein_coding,65.54550593555682,006 L4/5 IT CTX Glut,33.90714206787608,3.0,65.54550593555682,52.6595744680851,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
113,Grm5,6_GPCR_druggable,032 L5 NP CTX Glut | 121 MEA-BST Otp Zic2 Glut,"GPCR, universal in this region's anchor panel; top in 032 L5 NP CTX Glut; has a catalogued drug/ligand",100.0,11.06,-0.25,ENSMUSG00000049583,1.0,False,108071,"glutamate receptor, metabotropic 5",protein-coding,O,20260910,ENSMUSG00000049583,protein_coding,7.0,lncRNA; protein_coding; retained_intron,100.0,022 L5 ET CTX Glut,99.84154124191252,20.0,100.0,100.0,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
114,Tacr3,6_GPCR_druggable,082 CEA-BST Ebf1 Pdyn Gaba,"GPCR, intermediate in this region's anchor panel; top in 082 CEA-BST Ebf1 Pdyn Gaba; has a catalogued drug/ligand",30.12,1.84,-1.87,ENSMUSG00000028172,1.0,False,21338,tachykinin receptor 3,protein-coding,O,20260910,ENSMUSG00000028172,protein_coding,1.0,protein_coding,30.11771461383865,082 CEA-BST Ebf1 Pdyn Gaba,2.669488640778518,0.0,2.769926512153759,30.11771461383865,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
115,Adcyap1r1,6_GPCR_druggable,053 Sst Gaba | 121 MEA-BST Otp Zic2 Glut,"GPCR, universal in this region's anchor panel; top in 053 Sst Gaba; has a catalogued drug/ligand",80.01,5.75,-0.35,ENSMUSG00000029778,1.0,False,11517,adenylate cyclase activating polypeptide 1 receptor 1,protein-coding,O,20260910,ENSMUSG00000029778,protein_coding,8.0,protein_coding,80.00743909243072,053 Sst Gaba,62.46629950998788,15.0,80.00743909243072,79.04382470119522,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
116,Gabbr2,6_GPCR_druggable,012 MEA Slc17a7 Glut | 049 Lamp5 Gaba,"GPCR, universal in this region's anchor panel; top in 012 MEA Slc17a7 Glut; has a catalogued drug/ligand",99.93,9.61,0.15,ENSMUSG00000039809,1.0,False,242425,gamma-aminobutyric acid type B receptor subunit 2,protein-coding,O,20260818,ENSMUSG00000039809,protein_coding,4.0,lncRNA; protein_coding,99.9294408184865,004 L6 IT CTX Glut,98.86819007549943,20.0,99.9294408184865,99.67369477911646,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
117,Htr1b,6_GPCR_druggable,005 L5 IT CTX Glut | 082 CEA-BST Ebf1 Pdyn Gaba,"GPCR, intermediate in this region's anchor panel; top in 005 L5 IT CTX Glut; has a catalogued drug/ligand",51.94,3.24,-1.12,ENSMUSG00000049511,1.0,False,15551,5-hydroxytryptamine (serotonin) receptor 1B,protein-coding,O,20260910,ENSMUSG00000049511,protein_coding,2.0,protein_coding,51.93798449612403,082 CEA-BST Ebf1 Pdyn Gaba,17.81500518402351,2.0,36.79565512559402,51.93798449612403,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
